Name,Code,Unit,ItemType,VatRate,SdRate
Wheat,ITM05171,KG,raw,5,0
Wheat,ITM05172,KG,raw,0,0
Rice,ITM05173,KG,raw,5,0
Flour,ITM05174,KG,raw,5,0
Salt,ITM05175,KG,raw,5,0
Flour,ITM05176,KG,raw,0,0
Salt,ITM05177,KG,raw,5,0
Sugar,ITM05178,KG,raw,5,0
Sugar,ITM05179,KG,raw,0,0
Salt,ITM05180,KG,raw,0,0
Sugar,ITM05181,KG,raw,5,0
Sugar,ITM05182,KG,raw,5,0
Oil,ITM05183,KG,raw,5,0
Salt,ITM05184,KG,raw,5,0
Rice,ITM05185,KG,raw,0,0
Oil,ITM05186,KG,raw,5,0
Sugar,ITM05187,KG,raw,0,0
Wheat,ITM05188,KG,raw,5,0
Oil,ITM05189,KG,raw,5,0
Rice,ITM05190,KG,raw,0,0
Rice,ITM05191,KG,raw,0,0
Flour,ITM05192,KG,raw,0,0
Sugar,ITM05193,KG,raw,5,0
Oil,ITM05194,KG,raw,5,0
Flour,ITM05195,KG,raw,5,0
Wheat,ITM05196,KG,raw,5,0
Rice,ITM05197,KG,raw,0,0
Flour,ITM05198,KG,raw,0,0
Wheat,ITM05199,KG,raw,0,0
Sugar,ITM05200,KG,raw,5,0
Rice,ITM05201,KG,raw,0,0
Salt,ITM05202,KG,raw,5,0
Sugar,ITM05203,KG,raw,5,0
Salt,ITM05204,KG,raw,0,0
Oil,ITM05205,KG,raw,0,0
Salt,ITM05206,KG,raw,0,0
Flour,ITM05207,KG,raw,5,0
Rice,ITM05208,KG,raw,0,0
Sugar,ITM05209,KG,raw,0,0
Salt,ITM05210,KG,raw,0,0
Sugar,ITM05211,KG,raw,0,0
Sugar,ITM05212,KG,raw,5,0
Wheat,ITM05213,KG,raw,0,0
Salt,ITM05214,KG,raw,5,0
Flour,ITM05215,KG,raw,5,0
Salt,ITM05216,KG,raw,0,0
Rice,ITM05217,KG,raw,5,0
Wheat,ITM05218,KG,raw,0,0
Rice,ITM05219,KG,raw,5,0
Rice,ITM05220,KG,raw,5,0
Flour,ITM05221,KG,raw,0,0
Rice,ITM05222,KG,raw,0,0
Salt,ITM05223,KG,raw,5,0
Oil,ITM05224,KG,raw,5,0
Rice,ITM05225,KG,raw,5,0
Wheat,ITM05226,KG,raw,5,0
Oil,ITM05227,KG,raw,0,0
Salt,ITM05228,KG,raw,0,0
Oil,ITM05229,KG,raw,0,0
Salt,ITM05230,KG,raw,0,0
Oil,ITM05231,KG,raw,5,0
Rice,ITM05232,KG,raw,5,0
Oil,ITM05233,KG,raw,5,0
Salt,ITM05234,KG,raw,5,0
Salt,ITM05235,KG,raw,0,0
Flour,ITM05236,KG,raw,5,0
Flour,ITM05237,KG,raw,5,0
Salt,ITM05238,KG,raw,0,0
Oil,ITM05239,KG,raw,0,0
Wheat,ITM05240,KG,raw,0,0
Wheat,ITM05241,KG,raw,5,0
Rice,ITM05242,KG,raw,5,0
Wheat,ITM05243,KG,raw,5,0
Salt,ITM05244,KG,raw,5,0
Oil,ITM05245,KG,raw,5,0
Salt,ITM05246,KG,raw,0,0
Wheat,ITM05247,KG,raw,0,0
Wheat,ITM05248,KG,raw,5,0
Wheat,ITM05249,KG,raw,0,0
Salt,ITM05250,KG,raw,5,0
Sugar,ITM05251,KG,raw,5,0
Sugar,ITM05252,KG,raw,0,0
Sugar,ITM05253,KG,raw,5,0
Oil,ITM05254,KG,raw,0,0
Oil,ITM05255,KG,raw,0,0
Salt,ITM05256,KG,raw,5,0
Rice,ITM05257,KG,raw,0,0
Flour,ITM05258,KG,raw,5,0
Wheat,ITM05259,KG,raw,5,0
Wheat,ITM05260,KG,raw,0,0
Rice,ITM05261,KG,raw,5,0
Wheat,ITM05262,KG,raw,0,0
Sugar,ITM05263,KG,raw,5,0
Oil,ITM05264,KG,raw,5,0
Salt,ITM05265,KG,raw,0,0
Wheat,ITM05266,KG,raw,5,0
Sugar,ITM05267,KG,raw,0,0
Oil,ITM05268,KG,raw,0,0
Salt,ITM05269,KG,raw,0,0
Rice,ITM05270,KG,raw,5,0
Flour,ITM05271,KG,raw,5,0
Wheat,ITM05272,KG,raw,5,0
Rice,ITM05273,KG,raw,0,0
Flour,ITM05274,KG,raw,5,0
Wheat,ITM05275,KG,raw,5,0
Rice,ITM05276,KG,raw,0,0
Sugar,ITM05277,KG,raw,5,0
Rice,ITM05278,KG,raw,5,0
Flour,ITM05279,KG,raw,0,0
Sugar,ITM05280,KG,raw,0,0
Rice,ITM05281,KG,raw,5,0
Flour,ITM05282,KG,raw,5,0
Wheat,ITM05283,KG,raw,0,0
Rice,ITM05284,KG,raw,0,0
Salt,ITM05285,KG,raw,0,0
Salt,ITM05286,KG,raw,5,0
Wheat,ITM05287,KG,raw,5,0
Salt,ITM05288,KG,raw,0,0
Sugar,ITM05289,KG,raw,0,0
Salt,ITM05290,KG,raw,0,0
Flour,ITM05291,KG,raw,0,0
Salt,ITM05292,KG,raw,5,0
Flour,ITM05293,KG,raw,5,0
Rice,ITM05294,KG,raw,0,0
Salt,ITM05295,KG,raw,5,0
Flour,ITM05296,KG,raw,5,0
Wheat,ITM05297,KG,raw,0,0
Salt,ITM05298,KG,raw,0,0
Sugar,ITM05299,KG,raw,5,0
Sugar,ITM05300,KG,raw,0,0
Sugar,ITM05301,KG,raw,0,0
Rice,ITM05302,KG,raw,0,0
Flour,ITM05303,KG,raw,5,0
Salt,ITM05304,KG,raw,0,0
Sugar,ITM05305,KG,raw,0,0
Rice,ITM05306,KG,raw,5,0
Flour,ITM05307,KG,raw,0,0
Oil,ITM05308,KG,raw,0,0
Sugar,ITM05309,KG,raw,0,0
Sugar,ITM05310,KG,raw,5,0
Sugar,ITM05311,KG,raw,5,0
Rice,ITM05312,KG,raw,0,0
Flour,ITM05313,KG,raw,0,0
Sugar,ITM05314,KG,raw,5,0
Oil,ITM05315,KG,raw,5,0
Flour,ITM05316,KG,raw,0,0
Wheat,ITM05317,KG,raw,0,0
Oil,ITM05318,KG,raw,0,0
Rice,ITM05319,KG,raw,0,0
Wheat,ITM05320,KG,raw,5,0
Flour,ITM05321,KG,raw,0,0
Flour,ITM05322,KG,raw,5,0
Oil,ITM05323,KG,raw,0,0
Salt,ITM05324,KG,raw,0,0
Wheat,ITM05325,KG,raw,0,0
Rice,ITM05326,KG,raw,0,0
Wheat,ITM05327,KG,raw,5,0
Salt,ITM05328,KG,raw,5,0
Rice,ITM05329,KG,raw,5,0
Wheat,ITM05330,KG,raw,5,0
Salt,ITM05331,KG,raw,0,0
Salt,ITM05332,KG,raw,5,0
Salt,ITM05333,KG,raw,0,0
Salt,ITM05334,KG,raw,5,0
Sugar,ITM05335,KG,raw,5,0
Flour,ITM05336,KG,raw,5,0
Salt,ITM05337,KG,raw,0,0
Flour,ITM05338,KG,raw,0,0
Wheat,ITM05339,KG,raw,5,0
Wheat,ITM05340,KG,raw,5,0
Rice,ITM05341,KG,raw,0,0
Wheat,ITM05342,KG,raw,0,0
Oil,ITM05343,KG,raw,5,0
Oil,ITM05344,KG,raw,5,0
Flour,ITM05345,KG,raw,5,0
Oil,ITM05346,KG,raw,5,0
Flour,ITM05347,KG,raw,0,0
Sugar,ITM05348,KG,raw,0,0
Oil,ITM05349,KG,raw,5,0
Oil,ITM05350,KG,raw,0,0
Wheat,ITM05351,KG,raw,0,0
Oil,ITM05352,KG,raw,0,0
Wheat,ITM05353,KG,raw,5,0
Salt,ITM05354,KG,raw,0,0
Flour,ITM05355,KG,raw,0,0
Oil,ITM05356,KG,raw,0,0
Sugar,ITM05357,KG,raw,0,0
Wheat,ITM05358,KG,raw,5,0
Wheat,ITM05359,KG,raw,5,0
Wheat,ITM05360,KG,raw,5,0
Oil,ITM05361,KG,raw,0,0
Oil,ITM05362,KG,raw,0,0
Oil,ITM05363,KG,raw,5,0
Oil,ITM05364,KG,raw,5,0
Rice,ITM05365,KG,raw,0,0
Salt,ITM05366,KG,raw,5,0
Rice,ITM05367,KG,raw,5,0
Wheat,ITM05368,KG,raw,5,0
Salt,ITM05369,KG,raw,0,0
Flour,ITM05370,KG,raw,5,0
Flour,ITM05371,KG,raw,0,0
Oil,ITM05372,KG,raw,5,0
Wheat,ITM05373,KG,raw,0,0
Salt,ITM05374,KG,raw,0,0
Rice,ITM05375,KG,raw,5,0
Rice,ITM05376,KG,raw,5,0
Wheat,ITM05377,KG,raw,0,0
Flour,ITM05378,KG,raw,5,0
Flour,ITM05379,KG,raw,5,0
Wheat,ITM05380,KG,raw,0,0
Sugar,ITM05381,KG,raw,5,0
Salt,ITM05382,KG,raw,5,0
Salt,ITM05383,KG,raw,5,0
Sugar,ITM05384,KG,raw,5,0
Rice,ITM05385,KG,raw,0,0
Salt,ITM05386,KG,raw,5,0
Flour,ITM05387,KG,raw,5,0
Salt,ITM05388,KG,raw,5,0
Sugar,ITM05389,KG,raw,5,0
Wheat,ITM05390,KG,raw,5,0
Wheat,ITM05391,KG,raw,0,0
Oil,ITM05392,KG,raw,0,0
Wheat,ITM05393,KG,raw,0,0
Rice,ITM05394,KG,raw,0,0
Oil,ITM05395,KG,raw,5,0
Flour,ITM05396,KG,raw,5,0
Wheat,ITM05397,KG,raw,5,0
Oil,ITM05398,KG,raw,0,0
Sugar,ITM05399,KG,raw,5,0
Salt,ITM05400,KG,raw,0,0
Salt,ITM05401,KG,raw,5,0
Wheat,ITM05402,KG,raw,0,0
Salt,ITM05403,KG,raw,0,0
Sugar,ITM05404,KG,raw,0,0
Flour,ITM05405,KG,raw,0,0
Sugar,ITM05406,KG,raw,0,0
Salt,ITM05407,KG,raw,5,0
Sugar,ITM05408,KG,raw,0,0
Oil,ITM05409,KG,raw,0,0
Salt,ITM05410,KG,raw,5,0
Sugar,ITM05411,KG,raw,0,0
Flour,ITM05412,KG,raw,0,0
Sugar,ITM05413,KG,raw,0,0
Flour,ITM05414,KG,raw,0,0
Salt,ITM05415,KG,raw,0,0
Wheat,ITM05416,KG,raw,5,0
Rice,ITM05417,KG,raw,0,0
Wheat,ITM05418,KG,raw,0,0
Sugar,ITM05419,KG,raw,0,0
Salt,ITM05420,KG,raw,0,0
Rice,ITM05421,KG,raw,5,0
Salt,ITM05422,KG,raw,0,0
Oil,ITM05423,KG,raw,5,0
Sugar,ITM05424,KG,raw,0,0
Oil,ITM05425,KG,raw,5,0
Flour,ITM05426,KG,raw,0,0
Sugar,ITM05427,KG,raw,5,0
Wheat,ITM05428,KG,raw,5,0
Oil,ITM05429,KG,raw,5,0
Oil,ITM05430,KG,raw,0,0
Wheat,ITM05431,KG,raw,5,0
Sugar,ITM05432,KG,raw,5,0
Wheat,ITM05433,KG,raw,5,0
Salt,ITM05434,KG,raw,0,0
Sugar,ITM05435,KG,raw,5,0
Rice,ITM05436,KG,raw,0,0
Oil,ITM05437,KG,raw,5,0
Wheat,ITM05438,KG,raw,5,0
Rice,ITM05439,KG,raw,0,0
Salt,ITM05440,KG,raw,5,0
Sugar,ITM05441,KG,raw,0,0
Wheat,ITM05442,KG,raw,0,0
Salt,ITM05443,KG,raw,0,0
Flour,ITM05444,KG,raw,5,0
Salt,ITM05445,KG,raw,0,0
Salt,ITM05446,KG,raw,0,0
Oil,ITM05447,KG,raw,0,0
Flour,ITM05448,KG,raw,5,0
Sugar,ITM05449,KG,raw,5,0
Oil,ITM05450,KG,raw,0,0
Sugar,ITM05451,KG,raw,5,0
Wheat,ITM05452,KG,raw,0,0
Sugar,ITM05453,KG,raw,5,0
Flour,ITM05454,KG,raw,5,0
Oil,ITM05455,KG,raw,0,0
Rice,ITM05456,KG,raw,5,0
Flour,ITM05457,KG,raw,5,0
Flour,ITM05458,KG,raw,5,0
Flour,ITM05459,KG,raw,5,0
Wheat,ITM05460,KG,raw,0,0
Rice,ITM05461,KG,raw,5,0
Salt,ITM05462,KG,raw,5,0
Rice,ITM05463,KG,raw,5,0
Sugar,ITM05464,KG,raw,5,0
Oil,ITM05465,KG,raw,0,0
Sugar,ITM05466,KG,raw,0,0
Salt,ITM05467,KG,raw,0,0
Oil,ITM05468,KG,raw,5,0
Sugar,ITM05469,KG,raw,0,0
Rice,ITM05470,KG,raw,0,0
Wheat,ITM05471,KG,raw,0,0
Wheat,ITM05472,KG,raw,0,0
Flour,ITM05473,KG,raw,0,0
Wheat,ITM05474,KG,raw,0,0
Sugar,ITM05475,KG,raw,0,0
Salt,ITM05476,KG,raw,5,0
Sugar,ITM05477,KG,raw,0,0
Flour,ITM05478,KG,raw,0,0
Oil,ITM05479,KG,raw,0,0
Salt,ITM05480,KG,raw,0,0
Rice,ITM05481,KG,raw,5,0
Sugar,ITM05482,KG,raw,0,0
Wheat,ITM05483,KG,raw,5,0
Oil,ITM05484,KG,raw,5,0
Sugar,ITM05485,KG,raw,0,0
Rice,ITM05486,KG,raw,0,0
Flour,ITM05487,KG,raw,0,0
Flour,ITM05488,KG,raw,5,0
Wheat,ITM05489,KG,raw,0,0
Flour,ITM05490,KG,raw,0,0
Flour,ITM05491,KG,raw,0,0
Oil,ITM05492,KG,raw,5,0
Wheat,ITM05493,KG,raw,0,0
Oil,ITM05494,KG,raw,5,0
Sugar,ITM05495,KG,raw,5,0
Salt,ITM05496,KG,raw,5,0
Oil,ITM05497,KG,raw,5,0
Wheat,ITM05498,KG,raw,0,0
Wheat,ITM05499,KG,raw,0,0
Rice,ITM05500,KG,raw,0,0
Rice,ITM05501,KG,raw,0,0
Flour,ITM05502,KG,raw,5,0
Sugar,ITM05503,KG,raw,0,0
Sugar,ITM05504,KG,raw,0,0
Rice,ITM05505,KG,raw,0,0
Flour,ITM05506,KG,raw,0,0
Salt,ITM05507,KG,raw,0,0
Flour,ITM05508,KG,raw,5,0
Oil,ITM05509,KG,raw,5,0
Flour,ITM05510,KG,raw,0,0
Oil,ITM05511,KG,raw,5,0
Sugar,ITM05512,KG,raw,5,0
Sugar,ITM05513,KG,raw,0,0
Rice,ITM05514,KG,raw,5,0
Oil,ITM05515,KG,raw,5,0
Oil,ITM05516,KG,raw,0,0
Wheat,ITM05517,KG,raw,5,0
Flour,ITM05518,KG,raw,5,0
Wheat,ITM05519,KG,raw,5,0
Flour,ITM05520,KG,raw,0,0
Wheat,ITM05521,KG,raw,0,0
Wheat,ITM05522,KG,raw,0,0
Sugar,ITM05523,KG,raw,0,0
Rice,ITM05524,KG,raw,0,0
Rice,ITM05525,KG,raw,0,0
Wheat,ITM05526,KG,raw,5,0
Rice,ITM05527,KG,raw,5,0
Rice,ITM05528,KG,raw,5,0
Rice,ITM05529,KG,raw,5,0
Salt,ITM05530,KG,raw,0,0
Oil,ITM05531,KG,raw,0,0
Sugar,ITM05532,KG,raw,5,0
Wheat,ITM05533,KG,raw,0,0
Rice,ITM05534,KG,raw,0,0
Salt,ITM05535,KG,raw,5,0
Wheat,ITM05536,KG,raw,0,0
Wheat,ITM05537,KG,raw,5,0
Oil,ITM05538,KG,raw,5,0
Oil,ITM05539,KG,raw,5,0
Salt,ITM05540,KG,raw,5,0
Salt,ITM05541,KG,raw,0,0
Flour,ITM05542,KG,raw,0,0
Salt,ITM05543,KG,raw,5,0
Wheat,ITM05544,KG,raw,5,0
Flour,ITM05545,KG,raw,5,0
Sugar,ITM05546,KG,raw,5,0
Sugar,ITM05547,KG,raw,5,0
Oil,ITM05548,KG,raw,5,0
Oil,ITM05549,KG,raw,5,0
Sugar,ITM05550,KG,raw,5,0
Rice,ITM05551,KG,raw,5,0
Sugar,ITM05552,KG,raw,0,0
Sugar,ITM05553,KG,raw,5,0
Salt,ITM05554,KG,raw,5,0
Rice,ITM05555,KG,raw,0,0
Oil,ITM05556,KG,raw,5,0
Salt,ITM05557,KG,raw,5,0
Wheat,ITM05558,KG,raw,5,0
Flour,ITM05559,KG,raw,5,0
Wheat,ITM05560,KG,raw,5,0
Oil,ITM05561,KG,raw,0,0
Oil,ITM05562,KG,raw,0,0
Flour,ITM05563,KG,raw,5,0
Sugar,ITM05564,KG,raw,5,0
Salt,ITM05565,KG,raw,5,0
Wheat,ITM05566,KG,raw,5,0
Oil,ITM05567,KG,raw,0,0
Rice,ITM05568,KG,raw,5,0
Salt,ITM05569,KG,raw,0,0
Rice,ITM05570,KG,raw,0,0
Sugar,ITM05571,KG,raw,5,0
Rice,ITM05572,KG,raw,0,0
Rice,ITM05573,KG,raw,5,0
Flour,ITM05574,KG,raw,0,0
Sugar,ITM05575,KG,raw,0,0
Rice,ITM05576,KG,raw,5,0
Flour,ITM05577,KG,raw,5,0
Wheat,ITM05578,KG,raw,0,0
Oil,ITM05579,KG,raw,5,0
Salt,ITM05580,KG,raw,0,0
Wheat,ITM05581,KG,raw,0,0
Rice,ITM05582,KG,raw,0,0
Salt,ITM05583,KG,raw,5,0
Wheat,ITM05584,KG,raw,0,0
Wheat,ITM05585,KG,raw,0,0
Wheat,ITM05586,KG,raw,5,0
Salt,ITM05587,KG,raw,0,0
Oil,ITM05588,KG,raw,0,0
Rice,ITM05589,KG,raw,5,0
Oil,ITM05590,KG,raw,0,0
Sugar,ITM05591,KG,raw,0,0
Sugar,ITM05592,KG,raw,0,0
Flour,ITM05593,KG,raw,5,0
Wheat,ITM05594,KG,raw,0,0
Salt,ITM05595,KG,raw,5,0
Rice,ITM05596,KG,raw,0,0
Flour,ITM05597,KG,raw,0,0
Salt,ITM05598,KG,raw,5,0
Flour,ITM05599,KG,raw,5,0
Oil,ITM05600,KG,raw,0,0
Salt,ITM05601,KG,raw,0,0
Wheat,ITM05602,KG,raw,5,0
Sugar,ITM05603,KG,raw,5,0
Flour,ITM05604,KG,raw,0,0
Wheat,ITM05605,KG,raw,0,0
Wheat,ITM05606,KG,raw,5,0
Salt,ITM05607,KG,raw,5,0
Sugar,ITM05608,KG,raw,5,0
Sugar,ITM05609,KG,raw,5,0
Wheat,ITM05610,KG,raw,0,0
Oil,ITM05611,KG,raw,0,0
Salt,ITM05612,KG,raw,5,0
Rice,ITM05613,KG,raw,5,0
Salt,ITM05614,KG,raw,5,0
Sugar,ITM05615,KG,raw,0,0
Sugar,ITM05616,KG,raw,0,0
Flour,ITM05617,KG,raw,0,0
Flour,ITM05618,KG,raw,5,0
Sugar,ITM05619,KG,raw,5,0
Rice,ITM05620,KG,raw,0,0
Flour,ITM05621,KG,raw,5,0
Rice,ITM05622,KG,raw,0,0
Wheat,ITM05623,KG,raw,5,0
Oil,ITM05624,KG,raw,5,0
Rice,ITM05625,KG,raw,0,0
Flour,ITM05626,KG,raw,5,0
Rice,ITM05627,KG,raw,5,0
Sugar,ITM05628,KG,raw,0,0
Salt,ITM05629,KG,raw,0,0
Salt,ITM05630,KG,raw,5,0
Sugar,ITM05631,KG,raw,0,0
Flour,ITM05632,KG,raw,0,0
Wheat,ITM05633,KG,raw,5,0
Salt,ITM05634,KG,raw,0,0
Sugar,ITM05635,KG,raw,0,0
Salt,ITM05636,KG,raw,5,0
Sugar,ITM05637,KG,raw,5,0
Flour,ITM05638,KG,raw,5,0
Flour,ITM05639,KG,raw,5,0
Flour,ITM05640,KG,raw,5,0
Flour,ITM05641,KG,raw,5,0
Flour,ITM05642,KG,raw,0,0
Wheat,ITM05643,KG,raw,5,0
Salt,ITM05644,KG,raw,0,0
Rice,ITM05645,KG,raw,5,0
Flour,ITM05646,KG,raw,0,0
Oil,ITM05647,KG,raw,0,0
Oil,ITM05648,KG,raw,5,0
Salt,ITM05649,KG,raw,5,0
Rice,ITM05650,KG,raw,0,0
Wheat,ITM05651,KG,raw,5,0
Sugar,ITM05652,KG,raw,5,0
Wheat,ITM05653,KG,raw,5,0
Flour,ITM05654,KG,raw,5,0
Oil,ITM05655,KG,raw,5,0
Oil,ITM05656,KG,raw,5,0
Wheat,ITM05657,KG,raw,0,0
Oil,ITM05658,KG,raw,5,0
Flour,ITM05659,KG,raw,0,0
Salt,ITM05660,KG,raw,5,0
Oil,ITM05661,KG,raw,0,0
Oil,ITM05662,KG,raw,5,0
Salt,ITM05663,KG,raw,5,0
Salt,ITM05664,KG,raw,5,0
Wheat,ITM05665,KG,raw,0,0
Wheat,ITM05666,KG,raw,5,0
Sugar,ITM05667,KG,raw,0,0
Flour,ITM05668,KG,raw,5,0
Oil,ITM05669,KG,raw,5,0
Salt,ITM05670,KG,raw,0,0
Oil,ITM05671,KG,raw,5,0
Oil,ITM05672,KG,raw,0,0
Wheat,ITM05673,KG,raw,0,0
Flour,ITM05674,KG,raw,5,0
Wheat,ITM05675,KG,raw,5,0
Flour,ITM05676,KG,raw,0,0
Flour,ITM05677,KG,raw,5,0
Wheat,ITM05678,KG,raw,0,0
Flour,ITM05679,KG,raw,0,0
Rice,ITM05680,KG,raw,0,0
Flour,ITM05681,KG,raw,5,0
Wheat,ITM05682,KG,raw,5,0
Oil,ITM05683,KG,raw,0,0
Rice,ITM05684,KG,raw,0,0
Oil,ITM05685,KG,raw,5,0
Rice,ITM05686,KG,raw,5,0
Sugar,ITM05687,KG,raw,0,0
Rice,ITM05688,KG,raw,0,0
Wheat,ITM05689,KG,raw,5,0
Rice,ITM05690,KG,raw,5,0
Flour,ITM05691,KG,raw,5,0
Sugar,ITM05692,KG,raw,0,0
Wheat,ITM05693,KG,raw,5,0
Salt,ITM05694,KG,raw,5,0
Rice,ITM05695,KG,raw,5,0
Sugar,ITM05696,KG,raw,0,0
Salt,ITM05697,KG,raw,5,0
Rice,ITM05698,KG,raw,0,0
Wheat,ITM05699,KG,raw,0,0
Flour,ITM05700,KG,raw,5,0
Salt,ITM05701,KG,raw,0,0
Sugar,ITM05702,KG,raw,5,0
Oil,ITM05703,KG,raw,0,0
Oil,ITM05704,KG,raw,0,0
Flour,ITM05705,KG,raw,0,0
Wheat,ITM05706,KG,raw,0,0
Wheat,ITM05707,KG,raw,0,0
Sugar,ITM05708,KG,raw,5,0
Sugar,ITM05709,KG,raw,0,0
Wheat,ITM05710,KG,raw,5,0
Wheat,ITM05711,KG,raw,5,0
Sugar,ITM05712,KG,raw,5,0
Rice,ITM05713,KG,raw,0,0
Rice,ITM05714,KG,raw,0,0
Flour,ITM05715,KG,raw,5,0
Wheat,ITM05716,KG,raw,5,0
Flour,ITM05717,KG,raw,5,0
Oil,ITM05718,KG,raw,5,0
Wheat,ITM05719,KG,raw,0,0
Sugar,ITM05720,KG,raw,0,0
Oil,ITM05721,KG,raw,0,0
Oil,ITM05722,KG,raw,0,0
Flour,ITM05723,KG,raw,0,0
Oil,ITM05724,KG,raw,5,0
Wheat,ITM05725,KG,raw,0,0
Salt,ITM05726,KG,raw,5,0
Oil,ITM05727,KG,raw,5,0
Flour,ITM05728,KG,raw,0,0
Flour,ITM05729,KG,raw,5,0
Rice,ITM05730,KG,raw,5,0
Oil,ITM05731,KG,raw,0,0
Flour,ITM05732,KG,raw,5,0
Sugar,ITM05733,KG,raw,0,0
Wheat,ITM05734,KG,raw,5,0
Rice,ITM05735,KG,raw,0,0
Oil,ITM05736,KG,raw,5,0
Wheat,ITM05737,KG,raw,0,0
Wheat,ITM05738,KG,raw,0,0
Oil,ITM05739,KG,raw,5,0
Oil,ITM05740,KG,raw,5,0
Wheat,ITM05741,KG,raw,0,0
Oil,ITM05742,KG,raw,0,0
Sugar,ITM05743,KG,raw,0,0
Sugar,ITM05744,KG,raw,5,0
Salt,ITM05745,KG,raw,5,0
Sugar,ITM05746,KG,raw,5,0
Salt,ITM05747,KG,raw,5,0
Salt,ITM05748,KG,raw,0,0
Rice,ITM05749,KG,raw,5,0
Salt,ITM05750,KG,raw,0,0
Sugar,ITM05751,KG,raw,0,0
Salt,ITM05752,KG,raw,5,0
Rice,ITM05753,KG,raw,0,0
Sugar,ITM05754,KG,raw,5,0
Oil,ITM05755,KG,raw,0,0
Wheat,ITM05756,KG,raw,5,0
Rice,ITM05757,KG,raw,0,0
Salt,ITM05758,KG,raw,0,0
Sugar,ITM05759,KG,raw,5,0
Rice,ITM05760,KG,raw,5,0
Rice,ITM05761,KG,raw,0,0
Sugar,ITM05762,KG,raw,0,0
Salt,ITM05763,KG,raw,0,0
Oil,ITM05764,KG,raw,0,0
Sugar,ITM05765,KG,raw,5,0
Sugar,ITM05766,KG,raw,0,0
Salt,ITM05767,KG,raw,5,0
Rice,ITM05768,KG,raw,0,0
Flour,ITM05769,KG,raw,0,0
Oil,ITM05770,KG,raw,5,0
Flour,ITM05771,KG,raw,5,0
Oil,ITM05772,KG,raw,5,0
Rice,ITM05773,KG,raw,5,0
Salt,ITM05774,KG,raw,0,0
Sugar,ITM05775,KG,raw,5,0
Salt,ITM05776,KG,raw,0,0
Salt,ITM05777,KG,raw,0,0
Flour,ITM05778,KG,raw,0,0
Sugar,ITM05779,KG,raw,0,0
Salt,ITM05780,KG,raw,5,0
Flour,ITM05781,KG,raw,0,0
Sugar,ITM05782,KG,raw,0,0
Sugar,ITM05783,KG,raw,5,0
Wheat,ITM05784,KG,raw,5,0
Wheat,ITM05785,KG,raw,5,0
Oil,ITM05786,KG,raw,5,0
Oil,ITM05787,KG,raw,0,0
Sugar,ITM05788,KG,raw,0,0
Flour,ITM05789,KG,raw,0,0
Wheat,ITM05790,KG,raw,5,0
Salt,ITM05791,KG,raw,0,0
Oil,ITM05792,KG,raw,0,0
Wheat,ITM05793,KG,raw,5,0
Wheat,ITM05794,KG,raw,0,0
Sugar,ITM05795,KG,raw,5,0
Rice,ITM05796,KG,raw,0,0
Oil,ITM05797,KG,raw,0,0
Flour,ITM05798,KG,raw,5,0
Rice,ITM05799,KG,raw,5,0
Sugar,ITM05800,KG,raw,5,0
Sugar,ITM05801,KG,raw,0,0
Wheat,ITM05802,KG,raw,0,0
Wheat,ITM05803,KG,raw,0,0
Flour,ITM05804,KG,raw,0,0
Rice,ITM05805,KG,raw,5,0
Wheat,ITM05806,KG,raw,5,0
Sugar,ITM05807,KG,raw,5,0
Rice,ITM05808,KG,raw,5,0
Sugar,ITM05809,KG,raw,0,0
Sugar,ITM05810,KG,raw,0,0
Flour,ITM05811,KG,raw,5,0
Sugar,ITM05812,KG,raw,5,0
Sugar,ITM05813,KG,raw,5,0
Rice,ITM05814,KG,raw,5,0
Sugar,ITM05815,KG,raw,5,0
Wheat,ITM05816,KG,raw,0,0
Flour,ITM05817,KG,raw,0,0
Oil,ITM05818,KG,raw,5,0
Sugar,ITM05819,KG,raw,5,0
Flour,ITM05820,KG,raw,0,0
Salt,ITM05821,KG,raw,0,0
Oil,ITM05822,KG,raw,0,0
Rice,ITM05823,KG,raw,5,0
Oil,ITM05824,KG,raw,0,0
Rice,ITM05825,KG,raw,0,0
Wheat,ITM05826,KG,raw,0,0
Sugar,ITM05827,KG,raw,0,0
Oil,ITM05828,KG,raw,5,0
Rice,ITM05829,KG,raw,0,0
Oil,ITM05830,KG,raw,0,0
Rice,ITM05831,KG,raw,5,0
Rice,ITM05832,KG,raw,5,0
Flour,ITM05833,KG,raw,0,0
Sugar,ITM05834,KG,raw,0,0
Wheat,ITM05835,KG,raw,5,0
Wheat,ITM05836,KG,raw,0,0
Salt,ITM05837,KG,raw,5,0
Sugar,ITM05838,KG,raw,0,0
Oil,ITM05839,KG,raw,0,0
Salt,ITM05840,KG,raw,5,0
Flour,ITM05841,KG,raw,0,0
Oil,ITM05842,KG,raw,0,0
Flour,ITM05843,KG,raw,5,0
Sugar,ITM05844,KG,raw,0,0
Flour,ITM05845,KG,raw,5,0
Sugar,ITM05846,KG,raw,0,0
Wheat,ITM05847,KG,raw,0,0
Rice,ITM05848,KG,raw,5,0
Salt,ITM05849,KG,raw,0,0
Wheat,ITM05850,KG,raw,5,0
Wheat,ITM05851,KG,raw,0,0
Flour,ITM05852,KG,raw,0,0
Salt,ITM05853,KG,raw,5,0
Rice,ITM05854,KG,raw,0,0
Salt,ITM05855,KG,raw,5,0
Wheat,ITM05856,KG,raw,0,0
